age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity,weekend_overuse,DEI,DEI_Category
33,0,5.06,2.95,2.8,5.51,4.96,55,48,7.41,High,Yes,Mild,0,2.3500000000000005,3.04,10.869565217391305,2.3500000000000005,50.91890331890332,Moderate
29,2,10.15,2.86,2.83,5.44,6.16,159,42,11.7,Low,No,Severe,1,1.549999999999999,1.8399999999999999,15.665024630541872,1.549999999999999,60.32211399711399,Moderate
31,1,3.6,0.98,3.51,4.16,6.64,149,77,6.37,Low,Yes,Moderate,0,2.77,1.3600000000000003,41.388888888888886,2.77,30.14158008658009,Low
20,1,8.13,4.16,1.78,5.98,6.18,87,137,8.8,High,Yes,Severe,1,0.6699999999999999,1.8200000000000003,10.70110701107011,0.6699999999999999,52.11636363636364,Moderate
35,2,3.36,1.61,1.2,4.61,6.26,115,30,5.14,Low,Yes,Mild,0,1.7799999999999998,1.7400000000000002,34.226190476190474,1.7799999999999998,24.508311688311686,Low
34,1,3.08,5.34,0.55,5.56,8.37,225,69,4.05,Medium,No,Severe,1,0.9699999999999998,0.0,73.05194805194805,0.9699999999999998,25.566111111111113,Low
21,2,4.55,3.54,2.51,5.22,4.82,190,47,7.19,Low,Yes,Mild,0,2.640000000000001,3.1799999999999997,41.75824175824176,2.6400000000000006,52.85238816738816,Moderate
20,0,8.1,1.86,3.01,5.12,6.13,77,82,9.62,Medium,Yes,Severe,1,1.5199999999999996,1.87,9.506172839506172,1.5199999999999996,48.3058658008658,Moderate
18,1,4.73,4.5,1.49,2.97,8.26,77,47,6.43,High,No,Moderate,1,1.6999999999999993,0.0,16.279069767441857,1.6999999999999993,33.43459595959596,Moderate
34,0,5.59,4.75,1.73,0.67,4.8,41,52,8.02,Low,No,Severe,1,2.43,3.2,7.3345259391771025,2.4299999999999997,59.721118326118315,Moderate
26,2,7.18,4.94,3.67,2.17,6.91,103,93,9.82,Medium,No,Severe,1,2.640000000000001,1.0899999999999999,14.345403899721449,2.6400000000000006,60.40094516594516,Moderate
35,2,11.31,3.83,2.64,3.66,6.61,43,140,14.25,High,Yes,Severe,1,2.9399999999999995,1.3899999999999997,3.801945181255526,2.9399999999999995,71.75588744588744,High
26,0,11.41,5.31,2.38,1.75,8.67,102,76,13.33,Medium,No,Moderate,1,1.92,0.0,8.939526730937773,1.92,66.19919191919192,High
34,2,9.08,2.03,2.39,4.18,5.35,176,50,11.59,High,No,Moderate,1,2.51,2.6500000000000004,19.383259911894275,2.51,59.75684704184705,Moderate
29,2,9.41,3.54,0.82,3.04,6.84,50,89,11.51,Low,No,Moderate,1,2.1,1.1600000000000001,5.313496280552603,2.0999999999999996,53.82453102453103,Moderate
33,0,6.37,2.65,2.87,5.63,6.57,107,52,7.51,Low,No,Mild,0,1.1399999999999997,1.4299999999999997,16.797488226059656,1.1399999999999997,40.78471139971139,Moderate
35,0,11.85,0.52,0.76,5.64,8.68,136,155,13.81,Medium,No,Moderate,1,1.9600000000000009,0.0,11.476793248945148,1.9600000000000009,42.24757575757576,Moderate
19,1,11.83,3.95,1.96,1.09,6.47,100,45,12.68,Low,No,Moderate,1,0.8499999999999996,1.5300000000000002,8.4530853761623,0.8499999999999996,65.06356421356422,Moderate
20,1,5.5,3.52,1.07,4.81,8.67,195,123,6.51,High,Yes,Moderate,0,1.0099999999999998,0.0,35.45454545454545,1.0099999999999998,28.164494949494944,Low
28,1,11.79,4.46,1.14,1.82,5.49,174,161,14.17,High,No,Moderate,1,2.380000000000001,2.51,14.758269720101785,2.380000000000001,76.89619047619047,High
18,0,7.98,2.24,0.88,4.93,8.21,72,153,10.02,Low,Yes,Moderate,1,2.039999999999999,0.0,9.022556390977444,2.039999999999999,35.63575757575757,Moderate
21,0,3.86,5.15,0.88,3.03,5.25,64,71,5.06,Low,Yes,Severe,1,1.1999999999999995,2.75,16.580310880829018,1.1999999999999997,45.1950937950938,Moderate
30,1,7.02,1.78,3.39,2.75,6.5,58,113,9.65,Medium,Yes,Moderate,1,2.630000000000001,1.5,8.262108262108262,2.630000000000001,47.01794372294372,Moderate
33,2,6.93,5.31,1.37,0.61,6.78,119,128,8.95,Medium,Yes,Moderate,1,2.02,1.2199999999999998,17.171717171717173,2.0199999999999996,53.62339826839826,Moderate
30,2,4.52,2.72,0.87,2.44,5.73,203,89,7.27,Medium,No,Moderate,0,2.75,2.2699999999999996,44.91150442477876,2.75,40.14844877344876,Moderate
25,1,8.81,0.86,2.85,0.62,7.07,112,112,9.36,Medium,No,Severe,1,0.5499999999999989,0.9299999999999997,12.712826333711693,0.5499999999999989,36.87009379509379,Moderate
31,0,5.29,1.76,1.47,5.98,6.65,63,71,7.92,High,Yes,Moderate,0,2.63,1.3499999999999996,11.909262759924385,2.63,34.542113997113994,Moderate
29,1,3.43,1.76,2.83,1.37,7.27,161,27,4.56,High,No,Mild,0,1.1299999999999994,0.7300000000000004,46.93877551020408,1.1299999999999994,21.16592352092352,Low
27,0,4.27,2.9,3.48,1.52,6.34,62,148,4.94,Low,Yes,Moderate,0,0.6700000000000008,1.6600000000000001,14.519906323185014,0.6700000000000008,34.71369408369409,Moderate
35,2,7.23,2.83,0.67,0.59,8.83,174,34,7.9,Low,No,Mild,0,0.6699999999999999,0.0,24.066390041493776,0.6699999999999999,29.39590909090909,Low
21,2,10.01,3.54,1.48,1.48,6.9,67,77,12.48,Medium,Yes,Severe,1,2.4700000000000006,1.0999999999999996,6.693306693306694,2.4700000000000006,58.945007215007216,Moderate
18,0,7.51,5.42,1.58,1.42,6.61,236,48,8.61,High,No,Severe,1,1.0999999999999996,1.3899999999999997,31.424766977363515,1.0999999999999996,54.195382395382396,Moderate
25,0,7.09,4.41,2.85,1.39,7.23,30,32,10.05,Low,Yes,Severe,1,2.960000000000001,0.7699999999999996,4.231311706629056,2.960000000000001,55.04328282828283,Moderate
34,0,10.19,4.23,1.58,3.48,6.32,154,134,13.1,High,No,Severe,1,2.91,1.6799999999999997,15.112855740922472,2.91,68.10565656565655,High
34,0,11.43,1.42,3.43,1.19,4.66,38,168,14.42,Medium,Yes,Severe,1,2.99,3.34,3.324584426946632,2.99,74.58586580086579,High
30,0,5.7,0.63,1.95,4.63,5.47,218,178,8.08,Medium,Yes,Mild,0,2.38,2.5300000000000002,38.24561403508772,2.38,37.943051948051945,Moderate
25,0,4.28,5.45,3.61,1.89,6.3,202,134,5.71,Low,No,Moderate,1,1.4299999999999995,1.7000000000000002,47.19626168224299,1.4299999999999997,49.93706349206349,Moderate
19,2,5.21,1.3,2.56,1.06,6.18,109,134,7.98,High,No,Moderate,0,2.7700000000000005,1.8200000000000003,20.92130518234165,2.7700000000000005,38.11080808080808,Moderate
27,1,6.19,3.32,1.91,5.64,8.41,142,32,7.57,Low,No,Mild,0,1.38,0.0,22.94022617124394,1.38,33.51873737373738,Moderate
21,0,4.31,4.41,1.08,0.64,5.48,153,110,4.87,Medium,No,Severe,1,0.5600000000000005,2.5199999999999996,35.498839907192576,0.5600000000000005,40.20717171717171,Moderate
28,0,5.56,0.78,2.07,1.18,6.47,144,125,7.97,Low,Yes,Moderate,0,2.41,1.5300000000000002,25.89928057553957,2.41,32.786139971139974,Low
28,1,8.95,2.92,2.89,1.97,5.14,70,38,10.99,Medium,No,Moderate,1,2.040000000000001,2.8600000000000003,7.82122905027933,2.040000000000001,63.86674603174603,Moderate
19,1,5.73,5.74,0.78,3.63,6.38,231,53,7.3,High,No,Moderate,1,1.5699999999999994,1.62,40.31413612565445,1.5699999999999994,49.921991341991344,Moderate
20,2,4.47,0.71,2.91,4.83,5.49,62,141,5.26,High,No,Mild,0,0.79,2.51,13.870246085011187,0.79,29.449069264069266,Low
29,2,10.66,5.76,1.03,3.57,8.5,228,99,12.74,Medium,Yes,Severe,1,2.08,0.0,21.388367729831145,2.08,62.59297979797981,Moderate
25,1,5.04,0.62,1.93,2.3,6.79,147,118,5.67,High,No,Mild,0,0.6299999999999999,1.21,29.166666666666668,0.6299999999999999,20.73807359307359,Low
22,2,8.0,5.14,0.88,5.76,6.59,59,40,10.24,High,No,Severe,1,2.24,1.4100000000000001,7.375,2.24,57.75249639249639,Moderate
30,0,6.77,2.32,0.32,1.39,6.67,189,31,9.21,Low,No,Moderate,1,2.4400000000000013,1.33,27.917282127031022,2.4400000000000013,39.09383838383839,Moderate
22,0,6.73,5.88,1.34,2.54,5.89,144,140,9.55,Medium,Yes,Severe,1,2.8200000000000003,2.1100000000000003,21.39673105497771,2.8200000000000003,63.647243867243866,Moderate
25,2,5.58,3.86,0.66,1.38,5.97,116,36,6.33,Low,Yes,Moderate,0,0.75,2.0300000000000002,20.78853046594982,0.75,39.556060606060605,Moderate
31,0,7.43,1.01,3.88,4.94,7.42,33,15,9.11,Low,Yes,Moderate,1,1.6799999999999995,0.5800000000000001,4.441453566621804,1.6799999999999997,37.280245310245306,Moderate
29,1,8.99,0.98,0.66,2.2,4.95,169,36,11.96,High,Yes,Moderate,1,2.9700000000000006,3.05,18.798665183537263,2.9700000000000006,54.43483405483405,Moderate
30,1,10.42,3.2,1.07,2.1,8.27,38,171,11.63,Low,No,Severe,1,1.2100000000000009,0.0,3.646833013435701,1.2100000000000009,46.643282828282835,Moderate
34,0,3.87,3.84,2.76,0.68,8.33,190,56,6.11,Medium,No,Mild,0,2.24,0.0,49.09560723514212,2.24,32.42515151515151,Low
30,1,6.76,5.62,3.18,5.16,7.5,73,76,8.41,High,Yes,Moderate,1,1.6500000000000004,0.5,10.798816568047338,1.6500000000000004,53.30209235209236,Moderate
19,2,8.29,1.15,0.43,2.97,5.17,38,87,10.72,High,No,Moderate,1,2.430000000000001,2.83,4.5838359469240055,2.4300000000000015,48.49319624819625,Moderate
33,0,6.92,1.17,2.58,5.68,6.98,170,92,9.76,Low,No,Mild,0,2.84,1.0199999999999996,24.566473988439306,2.84,39.92847041847041,Moderate
23,0,6.52,2.4,0.2,5.13,8.12,119,62,9.05,Medium,No,Moderate,1,2.530000000000001,0.0,18.25153374233129,2.530000000000001,30.945252525252524,Low
22,0,10.34,4.6,2.83,4.12,8.81,212,160,13.01,Low,Yes,Moderate,1,2.67,0.0,20.502901353965186,2.67,62.93580808080807,Moderate
31,0,3.84,5.32,1.34,0.73,5.13,151,169,5.58,Medium,Yes,Moderate,1,1.7400000000000002,2.87,39.32291666666667,1.7400000000000002,49.88575757575758,Moderate
19,1,9.94,3.97,2.85,4.9,6.18,20,41,11.65,High,Yes,Moderate,1,1.7100000000000009,1.8200000000000003,2.012072434607646,1.7100000000000009,65.12661616161616,Moderate
28,2,9.12,5.22,2.98,2.0,6.26,155,166,11.15,High,Yes,Severe,1,2.030000000000001,1.7400000000000002,16.99561403508772,2.030000000000001,68.7674025974026,High
19,0,7.09,4.46,2.19,3.46,7.9,31,87,8.42,Medium,Yes,Severe,1,1.33,0.09999999999999964,4.372355430183357,1.33,43.27198412698412,Moderate
32,2,11.23,3.85,0.92,2.23,7.16,135,82,12.48,High,Yes,Moderate,1,1.25,0.8399999999999999,12.021371326803203,1.25,57.33282828282829,Moderate
26,2,6.55,0.52,0.92,1.72,8.2,81,116,7.06,Low,Yes,Moderate,1,0.5099999999999998,0.0,12.36641221374046,0.5099999999999998,16.236464646464643,Low
35,2,11.46,0.59,3.47,4.53,7.95,221,93,13.88,High,Yes,Severe,1,2.42,0.04999999999999982,19.284467713787084,2.42,49.949805194805194,Moderate
24,2,7.81,3.54,3.12,5.2,8.67,119,158,10.12,Low,Yes,Mild,0,2.31,0.0,15.236875800256083,2.3099999999999996,47.56373737373736,Moderate
31,1,3.72,4.06,3.79,0.61,5.08,211,81,4.64,Medium,No,Severe,1,0.9199999999999996,2.92,56.72043010752688,0.9199999999999995,46.822532467532454,Moderate
31,1,4.84,1.4,0.39,5.62,5.89,158,155,6.94,Low,Yes,Moderate,0,2.1000000000000005,2.1100000000000003,32.64462809917355,2.1000000000000005,30.678607503607502,Low
25,0,3.59,4.74,3.03,1.99,5.31,215,130,4.93,High,No,Moderate,1,1.34,2.6900000000000004,59.88857938718663,1.3399999999999999,47.87360028860029,Moderate
26,1,10.07,2.46,0.37,1.47,8.13,159,79,12.38,High,Yes,Moderate,1,2.3100000000000005,0.0,15.789473684210526,2.3100000000000005,44.56853535353535,Moderate
22,1,6.08,3.37,2.76,1.57,8.96,213,176,7.46,Medium,No,Moderate,1,1.38,0.0,35.0328947368421,1.38,35.44323232323233,Moderate
34,2,9.98,2.71,0.67,3.92,6.68,170,32,12.92,High,Yes,Severe,1,2.9399999999999995,1.3200000000000003,17.034068136272545,2.9399999999999995,56.16775613275613,Moderate
32,0,6.49,4.03,0.8,0.73,6.54,20,161,7.88,High,No,Severe,1,1.3899999999999997,1.46,3.081664098613251,1.3899999999999997,43.520533910533906,Moderate
18,1,11.73,5.24,0.34,5.14,7.18,163,44,13.71,Medium,No,Severe,1,1.9800000000000004,0.8200000000000003,13.895993179880648,1.9800000000000004,66.95116883116884,High
19,0,10.08,4.01,0.98,3.45,6.42,29,42,10.72,Medium,Yes,Severe,1,0.6400000000000006,1.58,2.876984126984127,0.6400000000000006,55.526450216450215,Moderate
22,0,5.53,5.17,3.93,5.86,6.14,147,93,7.88,Medium,Yes,Moderate,1,2.35,1.8600000000000003,26.582278481012654,2.3499999999999996,58.91973304473305,Moderate
28,1,4.66,1.01,0.55,3.39,7.2,45,107,5.44,Medium,No,Mild,0,0.7800000000000002,0.7999999999999998,9.656652360515022,0.7800000000000002,15.840165945165948,Low
23,1,8.19,3.7,0.32,0.77,5.9,214,155,10.58,Low,No,Severe,1,2.390000000000001,2.0999999999999996,26.129426129426133,2.3900000000000006,55.08878787878788,Moderate
30,0,9.77,0.72,3.68,2.81,7.46,88,28,10.61,Low,Yes,Moderate,1,0.8399999999999999,0.54,9.007164790174002,0.8399999999999999,40.97349206349206,Moderate
19,2,7.22,2.49,2.17,1.95,7.16,163,78,7.93,Low,Yes,Mild,0,0.71,0.8399999999999999,22.57617728531856,0.71,36.521565656565656,Moderate
18,2,7.23,4.51,0.51,4.56,8.2,194,145,8.33,Medium,Yes,Severe,1,1.0999999999999996,0.0,26.832641770401104,1.0999999999999996,38.35227272727272,Moderate
24,2,7.43,1.81,1.72,3.87,6.25,231,150,8.66,Low,No,Moderate,1,1.2300000000000004,1.75,31.090174966352627,1.2300000000000004,40.40232323232323,Moderate
27,2,5.42,3.89,3.56,4.39,5.65,174,142,5.92,Low,No,Moderate,0,0.5,2.3499999999999996,32.103321033210335,0.5,47.148773448773454,Moderate
26,2,9.22,3.67,3.26,3.69,8.85,83,48,11.5,Low,Yes,Moderate,1,2.28,0.0,9.002169197396963,2.2799999999999994,53.86797979797979,Moderate
20,1,9.16,1.23,0.87,5.78,7.09,186,68,11.45,High,Yes,Severe,1,2.289999999999999,0.9100000000000001,20.3056768558952,2.289999999999999,41.808737373737365,Moderate
28,2,4.86,1.29,2.9,4.82,8.41,103,120,6.31,High,No,Mild,0,1.4499999999999993,0.0,21.19341563786008,1.4499999999999993,21.874242424242425,Low
24,0,10.72,1.3,1.56,1.53,7.5,189,77,12.44,Medium,No,Moderate,1,1.7199999999999989,0.5,17.63059701492537,1.7199999999999989,45.295728715728714,Moderate
18,0,6.9,1.37,3.13,5.09,7.87,154,89,7.91,Low,No,Mild,0,1.0099999999999998,0.1299999999999999,22.318840579710145,1.0099999999999998,29.729069264069256,Low
26,2,4.59,4.73,1.89,4.69,4.79,136,104,5.85,Low,No,Moderate,1,1.2599999999999998,3.21,29.62962962962963,1.2599999999999998,51.518463203463206,Moderate
26,1,10.56,5.8,1.08,3.14,6.47,54,19,13.01,High,No,Severe,1,2.4499999999999997,1.5300000000000002,5.113636363636363,2.4499999999999993,72.73376623376623,High
35,1,7.59,5.64,0.44,4.47,6.85,196,40,8.77,High,No,Severe,1,1.1799999999999995,1.1500000000000004,25.823451910408437,1.1799999999999997,51.60506493506494,Moderate
20,2,8.1,5.37,0.96,2.06,8.14,213,157,10.74,High,Yes,Severe,1,2.640000000000001,0.0,26.296296296296298,2.6400000000000006,52.92969696969697,Moderate
18,2,4.34,0.61,3.07,4.73,6.39,107,15,6.04,Low,Yes,Mild,0,1.7000000000000002,1.6100000000000003,24.65437788018433,1.7000000000000002,27.386111111111113,Low
31,2,5.26,4.93,2.34,3.96,7.51,174,159,7.17,Low,No,Severe,1,1.91,0.4900000000000002,33.07984790874525,1.9100000000000001,43.21525252525253,Moderate
24,1,11.01,2.29,3.43,2.46,7.92,156,100,12.74,Medium,Yes,Moderate,1,1.7300000000000004,0.08000000000000007,14.168937329700272,1.7300000000000004,53.238506493506485,Moderate
22,1,5.08,5.27,0.82,2.77,8.98,38,41,7.28,High,No,Moderate,1,2.2,0.0,7.480314960629921,2.2,38.62070707070707,Moderate
24,0,4.97,1.03,1.03,5.55,6.34,91,179,6.94,Medium,Yes,Moderate,0,1.9700000000000009,1.6600000000000001,18.30985915492958,1.9700000000000006,28.010916305916307,Low
25,2,8.51,1.01,1.0,3.79,7.86,214,76,9.12,High,No,Moderate,1,0.6099999999999994,0.13999999999999968,25.146886016451237,0.6099999999999994,27.485959595959592,Low
18,0,11.34,3.19,3.97,4.88,8.49,45,37,13.1,Low,No,Moderate,1,1.7599999999999998,0.0,3.968253968253968,1.7599999999999998,59.62560606060606,Moderate
29,1,11.41,4.64,2.23,1.4,7.83,180,161,11.96,Medium,Yes,Moderate,1,0.5500000000000007,0.16999999999999993,15.775635407537248,0.5500000000000007,58.27016594516593,Moderate
25,1,9.64,4.53,0.78,1.65,5.1,137,30,11.79,Low,Yes,Moderate,1,2.1499999999999986,2.9000000000000004,14.21161825726141,2.1499999999999986,69.26183261183262,High
24,1,6.3,4.66,3.04,5.09,6.44,196,31,8.88,Low,No,Severe,1,2.580000000000001,1.5599999999999996,31.11111111111111,2.580000000000001,56.57670995670996,Moderate
23,0,6.37,3.43,2.74,5.41,4.99,215,55,7.4,Low,No,Mild,0,1.0300000000000002,3.01,33.75196232339089,1.0300000000000002,52.59373737373737,Moderate
25,1,9.3,1.41,2.85,4.43,8.48,155,166,12.05,High,No,Severe,1,2.75,0.0,16.666666666666664,2.75,44.76136363636364,Moderate
35,1,8.94,1.69,1.8,1.45,8.27,133,86,10.23,High,Yes,Moderate,1,1.290000000000001,0.0,14.87695749440716,1.290000000000001,36.169090909090905,Moderate
30,0,5.66,4.75,1.86,1.0,7.12,223,47,8.41,Low,Yes,Severe,1,2.75,0.8799999999999999,39.39929328621908,2.75,48.34119769119768,Moderate
22,2,3.48,1.49,3.5,4.89,5.58,32,145,6.13,High,Yes,Moderate,0,2.65,2.42,9.195402298850574,2.65,37.5452380952381,Moderate
35,1,3.75,3.39,0.37,1.94,6.97,231,60,4.36,Medium,Yes,Moderate,0,0.6100000000000003,1.0300000000000002,61.6,0.6100000000000003,23.30374458874459,Low
20,1,7.66,3.94,0.29,4.47,6.96,208,97,9.31,High,No,Moderate,1,1.6500000000000004,1.04,27.154046997389035,1.6500000000000004,45.02644300144299,Moderate
19,2,9.89,4.79,3.1,4.3,8.38,205,22,10.6,Low,Yes,Moderate,1,0.7099999999999991,0.0,20.728008088978765,0.7099999999999991,54.88444444444445,Moderate
24,0,7.33,4.93,1.76,5.42,7.41,34,176,9.7,High,Yes,Moderate,1,2.369999999999999,0.5899999999999999,4.638472032742156,2.369999999999999,52.226681096681084,Moderate
28,0,6.41,1.13,3.66,4.05,7.89,86,55,7.12,Low,No,Moderate,1,0.71,0.11000000000000032,13.41653666146646,0.71,26.7433189033189,Low
34,0,11.19,0.92,0.7,4.7,6.76,221,25,12.48,Medium,Yes,Severe,1,1.290000000000001,1.2400000000000002,19.74977658623771,1.290000000000001,45.7548051948052,Moderate
18,0,3.4,0.77,2.65,5.37,6.2,182,102,4.12,High,No,Moderate,0,0.7200000000000002,1.7999999999999998,53.52941176470589,0.7200000000000002,20.57354256854257,Low
30,2,8.07,1.8,0.6,1.98,5.53,102,109,10.22,Medium,No,Moderate,1,2.1500000000000004,2.4699999999999998,12.639405204460964,2.1500000000000004,47.84004329004329,Moderate
30,1,9.57,3.54,0.16,3.08,6.33,81,120,11.58,High,No,Severe,1,2.01,1.67,8.463949843260188,2.01,55.35103896103896,Moderate
34,2,4.66,0.85,1.07,0.76,5.05,120,79,7.25,Low,Yes,Mild,0,2.59,2.95,25.75107296137339,2.59,35.93860750360751,Moderate
26,0,11.66,4.04,2.19,3.11,8.46,83,147,12.64,High,Yes,Moderate,1,0.9800000000000004,0.0,7.118353344768439,0.9800000000000004,57.16368686868687,Moderate
26,0,5.18,4.2,0.57,2.7,7.55,205,58,6.98,High,No,Severe,1,1.8000000000000007,0.4500000000000002,39.57528957528957,1.8000000000000007,34.492388167388164,Moderate
23,1,3.19,5.34,3.03,1.22,7.75,236,150,4.77,Low,No,Severe,1,1.5799999999999996,0.25,73.98119122257053,1.5799999999999996,36.062460317460314,Moderate
32,1,10.86,5.02,1.17,5.9,6.25,110,110,13.25,Low,Yes,Severe,1,2.390000000000001,1.75,10.128913443830571,2.3900000000000006,71.59712121212121,High
29,0,6.06,4.26,1.18,5.78,8.6,25,36,7.73,Medium,No,Severe,1,1.6700000000000008,0.0,4.125412541254126,1.6700000000000008,36.62090909090909,Moderate
34,0,8.18,4.98,2.02,5.55,7.97,207,42,9.6,High,Yes,Severe,1,1.42,0.03000000000000025,25.30562347188264,1.42,49.40950937950938,Moderate
22,1,7.19,5.07,0.25,4.29,4.67,195,178,7.83,Medium,Yes,Moderate,1,0.6399999999999997,3.33,27.12100139082058,0.6399999999999997,57.28074314574314,Moderate
24,1,11.73,5.03,0.78,3.39,7.14,246,46,13.22,Low,Yes,Moderate,1,1.4900000000000002,0.8600000000000003,20.971867007672632,1.4900000000000002,65.3651948051948,Moderate
21,0,9.4,3.0,1.87,5.33,5.06,32,170,12.34,Low,Yes,Moderate,1,2.9399999999999995,2.9400000000000004,3.404255319148936,2.9399999999999995,67.48752525252526,High
24,0,4.21,4.04,4.0,0.72,6.33,28,34,7.1,High,No,Severe,1,2.89,1.67,6.65083135391924,2.8899999999999997,49.89932178932179,Moderate
21,1,7.16,3.25,1.63,3.54,8.39,248,17,7.69,Low,Yes,Mild,0,0.5300000000000002,0.0,34.63687150837989,0.5300000000000002,32.872777777777785,Low
21,0,6.01,2.78,2.2,5.11,6.86,23,77,8.23,Medium,No,Moderate,1,2.2200000000000006,1.1399999999999997,3.826955074875208,2.2200000000000006,40.96347763347763,Moderate
27,1,10.41,3.78,3.84,5.49,8.63,245,173,12.61,Medium,No,Severe,1,2.1999999999999997,0.0,23.53506243996157,2.1999999999999993,60.12575757575757,Moderate
19,0,3.69,3.82,3.23,5.29,7.38,167,88,4.46,Medium,Yes,Moderate,0,0.77,0.6200000000000001,45.25745257452574,0.77,30.472099567099566,Low
34,1,7.3,5.11,2.35,4.66,6.33,63,55,10.15,High,Yes,Moderate,1,2.8500000000000005,1.67,8.63013698630137,2.8500000000000005,62.49462481962481,Moderate
32,0,5.48,2.36,0.31,1.9,4.66,210,90,6.31,High,No,Moderate,0,0.8299999999999992,3.34,38.32116788321168,0.8299999999999992,39.27970418470418,Moderate
18,0,10.0,2.36,1.97,2.68,6.46,222,26,11.8,Low,Yes,Moderate,1,1.8000000000000007,1.54,22.2,1.8000000000000007,54.601767676767686,Moderate
18,0,11.45,5.69,3.5,0.8,8.48,112,114,12.94,High,Yes,Moderate,1,1.4900000000000002,0.0,9.78165938864629,1.4900000000000002,69.1620202020202,High
22,0,9.16,0.9,3.76,1.67,8.79,216,70,10.3,Medium,No,Moderate,1,1.1400000000000006,0.0,23.580786026200872,1.1400000000000006,37.73373737373737,Moderate
34,0,7.95,2.9,0.44,3.95,6.68,215,158,10.06,Low,Yes,Moderate,1,2.1100000000000003,1.3200000000000003,27.044025157232703,2.1100000000000003,45.24194805194806,Moderate
19,0,4.04,2.17,2.22,4.87,8.93,219,64,5.4,Low,No,Moderate,0,1.3600000000000003,0.0,54.20792079207921,1.3600000000000003,20.62535353535354,Low
19,2,4.91,4.05,2.46,1.18,4.96,114,130,7.14,Low,Yes,Severe,1,2.2299999999999995,3.04,23.21792260692464,2.2299999999999995,54.00556998556998,Moderate
20,2,10.23,2.07,0.73,0.59,8.98,85,164,12.75,Medium,No,Severe,1,2.52,0.0,8.308895405669599,2.5199999999999996,45.1580303030303,Moderate
27,2,10.47,4.03,3.04,4.6,7.54,214,131,11.19,High,No,Moderate,1,0.7199999999999989,0.45999999999999996,20.43935052531041,0.7199999999999989,56.20402597402596,Moderate
29,1,8.21,4.0,2.28,1.31,7.04,95,20,10.64,Medium,Yes,Moderate,1,2.43,0.96,11.571254567600484,2.4299999999999997,55.07591630591631,Moderate
21,2,4.66,4.79,3.28,2.12,5.14,130,118,6.57,Low,No,Moderate,1,1.91,2.8600000000000003,27.896995708154503,1.9100000000000001,56.1384126984127,Moderate
33,2,4.4,4.02,1.83,2.8,8.51,184,128,5.33,Low,No,Moderate,1,0.9299999999999996,0.0,41.81818181818181,0.9299999999999997,27.739444444444445,Low
25,1,5.93,4.14,3.63,4.08,8.54,153,50,8.07,High,Yes,Severe,1,2.140000000000001,0.0,25.801011804384487,2.1400000000000006,43.57489898989898,Moderate
29,2,11.64,5.38,0.47,1.28,7.63,176,126,12.99,High,Yes,Severe,1,1.3499999999999996,0.3700000000000001,15.120274914089348,1.3499999999999996,62.471103896103884,Moderate
29,1,7.9,1.31,2.64,1.01,6.98,166,111,9.26,High,Yes,Mild,0,1.3599999999999994,1.0199999999999996,21.0126582278481,1.3599999999999994,38.605945165945165,Moderate
35,1,7.34,2.84,2.69,4.27,5.16,68,150,8.62,Medium,Yes,Moderate,1,1.2799999999999994,2.84,9.264305177111718,1.2799999999999994,53.58771284271284,Moderate
26,1,6.59,1.32,2.35,4.75,8.32,89,175,9.34,Low,Yes,Moderate,1,2.75,0.0,13.505311077389983,2.75,32.56338383838383,Low
18,1,3.06,5.19,1.74,2.65,8.48,36,29,3.85,Medium,Yes,Moderate,1,0.79,0.0,11.76470588235294,0.79,27.061515151515152,Low
24,0,10.33,2.34,3.88,5.2,4.72,36,111,12.15,High,No,Moderate,1,1.8200000000000005,3.2800000000000002,3.484995159728945,1.8200000000000003,70.59204906204906,High
20,1,10.72,2.27,1.81,4.76,8.38,153,65,13.4,Medium,No,Moderate,1,2.68,0.0,14.272388059701491,2.6799999999999997,51.312676767676756,Moderate
29,2,4.98,2.04,0.07,3.22,6.49,92,115,5.89,High,No,Moderate,0,0.9099999999999993,1.5099999999999998,18.47389558232932,0.9099999999999993,25.143571428571427,Low
30,1,9.87,2.76,0.52,1.25,4.59,224,38,12.23,Medium,No,Severe,1,2.360000000000001,3.41,22.69503546099291,2.360000000000001,65.21510822510822,Moderate
23,0,8.09,5.63,0.27,4.78,4.6,154,151,9.25,Low,Yes,Moderate,1,1.16,3.4000000000000004,19.03584672435105,1.1600000000000001,65.85619769119769,Moderate
25,2,3.8,1.23,3.73,2.47,8.69,71,103,6.59,Medium,Yes,Mild,0,2.79,0.0,18.68421052631579,2.79,24.914292929292927,Low
20,0,7.18,1.63,3.98,5.49,7.55,40,169,8.09,Medium,Yes,Mild,0,0.91,0.4500000000000002,5.571030640668524,0.9100000000000001,35.553347763347766,Moderate
25,2,10.43,5.89,1.27,3.07,6.96,108,111,11.23,Low,No,Moderate,1,0.8000000000000007,1.04,10.354745925215724,0.8000000000000007,63.71230158730159,Moderate
35,1,5.67,1.96,0.2,5.79,8.39,102,27,6.52,Medium,No,Moderate,0,0.8499999999999996,0.0,17.98941798941799,0.8499999999999996,18.919696969696968,Low
