age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity,weekend_overuse,DEI,DEI_Category,attention_score,attention_category,addiction_level_num,NDI,dependency_category,attention_inverse,Aggression_Risk,Aggression_Category,Wellbeing_Score,Wellbeing_Category,Cluster,User_Segment,Recommendation
34,0,5.11,2.88,2.22,5.44,7.05,140,150,8.1,High,No,Moderate,0,2.99,0.9500000000000002,27.3972602739726,2.99,39.9623088023088,Moderate,77.69130735930736,High,2,57.91389986824769,Moderate,22.30869264069264,44.07778056693613,Moderate,62.17236794852505,Average,0,Healthy,Maintain current habits
18,1,6.34,3.75,0.72,2.99,4.85,136,111,6.9,High,Yes,Mild,0,0.5600000000000005,3.1500000000000004,21.45110410094637,0.5600000000000005,47.801616161616174,Moderate,67.75951515151516,Moderate,1,43.58247694334651,Moderate,32.24048484848484,44.828855814384646,Moderate,57.786626744223504,Average,0,Healthy,Improve sleep schedule
20,0,4.19,5.35,3.06,2.47,8.32,181,148,6.13,Low,No,Moderate,1,1.9399999999999995,0.0,43.1980906921241,1.9399999999999995,40.08323232323232,Moderate,76.75503030303031,High,2,62.19545454545455,Moderate,23.24496969696969,46.37274614002651,Moderate,61.930698180006125,Average,0,Healthy,Maintain current habits
20,1,7.98,0.53,3.77,5.44,6.16,55,33,10.44,Medium,No,Moderate,1,2.459999999999999,1.84,6.892230576441103,2.459999999999999,47.28231601731602,Moderate,67.48030519480518,Moderate,2,24.94426877470356,Low,32.51969480519482,36.696781042923696,Moderate,64.09014164273329,Average,2,High-Risk,Improve sleep schedule
32,0,7.38,2.1,0.36,4.61,6.7,118,169,8.34,Low,Yes,Mild,0,0.96,1.2999999999999998,15.989159891598916,0.96,34.47463203463203,Moderate,76.1776103896104,High,1,54.87971014492753,Moderate,23.822389610389607,41.50172796850311,Moderate,63.733423883964136,Average,0,Healthy,Improve sleep schedule
20,1,8.48,3.76,3.76,2.9,5.3,56,169,11.34,Medium,Yes,Severe,1,2.8599999999999994,2.7,6.60377358490566,2.8599999999999994,70.39786435786434,High,50.880640692640696,Moderate,3,62.2782608695652,Moderate,49.1193593073593,67.97022342285644,High,40.31354043098462,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
26,2,9.49,2.52,3.66,1.08,6.99,194,90,10.92,Low,No,Severe,1,1.4299999999999995,1.0099999999999998,20.442571127502635,1.4299999999999995,53.06213564213566,Moderate,59.0613593073593,Moderate,3,68.20401844532279,High,40.9386406926407,61.02509673895007,Moderate,48.64830568176681,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
22,2,3.03,3.68,0.51,5.28,6.74,20,162,3.58,High,Yes,Moderate,0,0.5500000000000003,1.2599999999999998,6.6006600660066015,0.5500000000000003,23.246212121212125,Low,89.29113636363637,High,2,38.73181818181818,Moderate,10.708863636363631,25.019029649403247,Low,76.21656979501375,Excellent,2,High-Risk,Improve sleep schedule
30,2,4.98,4.37,1.37,2.01,4.74,63,69,7.55,Medium,No,Moderate,1,2.5699999999999994,3.26,12.650602409638552,2.5699999999999994,55.624480519480514,Moderate,67.05765584415585,Moderate,2,28.798023715415017,Low,32.942344155844154,41.44492133399506,Moderate,58.974833680194365,Average,0,Healthy,Improve sleep schedule
23,2,11.28,3.86,3.55,5.37,5.76,34,37,12.99,High,Yes,Moderate,1,1.7100000000000009,2.24,3.014184397163121,1.7100000000000009,73.98772727272727,High,42.438681818181806,Moderate,2,28.09710144927536,Low,57.561318181818194,58.01436982132623,Moderate,45.673096964218715,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
26,2,9.45,1.82,0.54,2.81,6.25,158,110,9.97,Low,Yes,Severe,1,0.5200000000000014,1.75,16.71957671957672,0.5200000000000014,42.51333333333334,Moderate,66.946,Moderate,3,66.90151515151516,High,33.054,53.43500468860478,Moderate,54.309912933072916,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
19,1,3.82,3.66,3.9,3.86,8.3,246,42,6.77,High,Yes,Mild,0,2.95,0.0,64.39790575916231,2.95,37.10252525252525,Moderate,80.83924242424243,High,1,41.48524374176548,Moderate,19.16075757575757,34.62863455465456,Moderate,69.78479748259014,Average,2,High-Risk,Maintain current habits
31,1,3.73,5.34,2.98,1.75,8.18,223,127,4.36,High,Yes,Moderate,1,0.6300000000000003,0.0,59.78552278820376,0.6300000000000003,32.80888888888889,Low,80.17733333333334,High,2,63.365546772068505,Moderate,19.822666666666663,42.89287893083345,Moderate,64.92393658373905,Average,0,Healthy,Maintain current habits
19,2,7.16,4.95,2.37,4.24,4.52,143,80,9.93,High,Yes,Severe,1,2.77,3.4800000000000004,19.972067039106143,2.77,71.29576479076479,High,52.71627056277055,Moderate,3,54.43860342555995,Moderate,47.28372943722945,64.10540884863936,Moderate,42.007407958732074,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
28,1,9.29,1.75,2.58,4.89,6.85,125,166,11.18,Low,No,Severe,1,1.8900000000000008,1.1500000000000004,13.455328310010763,1.8900000000000008,48.724357864357856,Moderate,63.84269264069264,Moderate,3,73.49189723320158,High,36.15730735930736,59.76976312084263,Moderate,50.15787441135162,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
26,2,5.51,3.1,0.46,5.1,4.9,179,146,8.32,Medium,Yes,Mild,0,2.8100000000000005,3.1,32.486388384755,2.8100000000000005,49.68357864357864,Moderate,71.4749264069264,High,1,56.16686429512515,Moderate,28.5250735930736,49.34888545106254,Moderate,55.28587758449884,Average,0,Healthy,Improve sleep schedule
20,2,4.92,4.74,3.09,0.7,6.0,59,105,7.36,High,No,Moderate,1,2.4400000000000004,2.0,11.991869918699187,2.4400000000000004,53.652965367965365,Moderate,67.02911038961038,Moderate,2,35.72569169960474,Moderate,32.97088961038962,43.771650928872496,Moderate,58.98460579563995,Average,0,Healthy,Improve sleep schedule
23,0,3.62,5.41,0.85,5.35,8.06,112,127,4.76,Low,No,Moderate,1,1.1399999999999997,0.0,30.939226519337016,1.1399999999999997,29.41429292929293,Low,84.3407121212121,High,2,46.29090909090909,Moderate,15.659287878787891,32.54543286003554,Low,71.86864365685325,Excellent,2,High-Risk,Maintain current habits
34,2,3.54,5.24,3.92,2.89,7.85,134,64,5.51,Low,No,Severe,1,1.97,0.1500000000000003,37.85310734463277,1.97,40.1825974025974,Moderate,76.66522077922077,High,3,43.64176548089591,Moderate,23.334779220779225,38.41157723526649,Moderate,66.31382720164773,Average,2,High-Risk,Maintain current habits
34,2,4.76,2.17,0.71,4.9,6.22,224,176,7.68,Medium,No,Moderate,0,2.92,1.7800000000000002,47.05882352941177,2.92,36.0617821067821,Moderate,81.93646536796537,High,2,75.62832674571803,High,18.06353463203463,48.58373910473583,Moderate,59.372267868840105,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
19,0,5.98,0.79,3.27,5.6,7.67,120,107,7.6,Medium,No,Moderate,0,1.6199999999999992,0.33,20.06688963210702,1.6199999999999992,27.44778499278499,Low,82.6806645021645,High,2,47.199209486166005,Moderate,17.319335497835496,32.96267096249525,Low,71.22801056084562,Excellent,2,High-Risk,Maintain current habits
30,2,4.44,3.61,2.92,0.55,4.65,105,98,5.21,Medium,No,Moderate,0,0.7699999999999996,3.35,23.64864864864865,0.7699999999999996,47.259220779220776,Moderate,70.20223376623377,High,2,40.44084321475626,Moderate,29.797766233766225,42.239071549132525,Moderate,59.4718355597438,Average,0,Healthy,Improve sleep schedule
21,0,11.01,1.05,0.33,1.05,8.01,119,39,13.01,High,Yes,Moderate,1,2.0,0.0,10.80835603996367,2.0,40.475,Moderate,68.2525,Moderate,2,41.00612648221344,Moderate,31.7475,40.95682864953552,Moderate,64.02225040612699,Average,0,Healthy,Maintain current habits
27,0,9.34,2.95,1.56,4.28,5.3,182,21,10.86,High,No,Moderate,1,1.5199999999999996,2.7,19.48608137044968,1.5199999999999996,59.20049062049062,Moderate,56.5798528138528,Moderate,2,43.99156785243741,Moderate,43.4201471861472,53.7316305641232,Moderate,50.61577503392722,Average,0,Healthy,Improve sleep schedule
26,1,9.29,0.96,0.71,0.5,4.87,54,61,10.88,Medium,No,Moderate,1,1.5900000000000016,3.13,5.8127018299246505,1.5900000000000016,50.57273448773449,Moderate,63.713179653679646,Moderate,2,32.91482213438735,Low,36.286820346320354,42.89698644837964,Moderate,58.323257880035854,Average,0,Healthy,Improve sleep schedule
23,0,10.74,4.68,2.8,0.78,5.94,106,69,13.4,Low,No,Severe,1,2.66,2.06,9.869646182495345,2.66,76.51142857142857,High,43.14657142857142,Moderate,3,52.44150197628458,Moderate,56.85342857142858,69.13125186645645,High,38.8981261104889,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
28,2,3.29,2.05,3.82,3.21,7.94,200,63,5.9,Medium,Yes,Mild,0,2.6100000000000003,0.0599999999999996,60.790273556231,2.6100000000000003,26.50608946608946,Low,88.22817316017316,High,1,38.0564558629776,Moderate,11.771826839826844,26.31251597068114,Low,76.22376101333188,Excellent,2,High-Risk,Maintain current habits
29,2,8.8,5.52,2.67,5.06,4.72,120,88,11.69,High,Yes,Severe,1,2.889999999999999,3.28,13.636363636363637,2.889999999999999,80.3515945165945,High,43.889521645021645,Moderate,3,55.36890645586298,Moderate,56.11047835497836,71.41690992900571,High,36.01264008383442,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
18,1,4.83,5.43,0.47,2.03,5.07,28,69,6.4,High,No,Moderate,1,1.5700000000000005,2.93,5.797101449275362,1.5700000000000005,51.72361471861471,Moderate,68.5679155844156,Moderate,2,23.22193675889328,Low,31.4320844155844,37.031100769611605,Moderate,62.51041852845061,Average,0,Healthy,Improve sleep schedule
35,1,5.7,3.87,0.38,1.72,7.44,245,172,7.74,Low,No,Mild,0,2.04,0.5599999999999996,42.98245614035088,2.04,36.128181818181815,Moderate,78.63154545454547,High,1,72.04216073781292,High,21.36845454545453,48.46227963970514,Moderate,60.31964408829984,Average,0,Healthy,Disable non-essential notifications
29,0,9.17,2.37,0.18,2.63,4.65,124,139,11.09,High,Yes,Moderate,1,1.92,3.35,13.522355507088331,1.92,57.76730158730158,Moderate,59.44980952380954,Moderate,2,59.91245059288537,Moderate,40.55019047619046,58.90449551919789,Moderate,47.224953013860706,Average,1,At-Risk,Improve sleep schedule
31,2,11.49,5.5,2.19,0.91,6.24,132,137,12.65,High,Yes,Severe,1,1.16,1.7599999999999998,11.488250652741517,1.16,73.91608225108224,High,41.55017532467534,Moderate,3,72.07226613965744,High,58.44982467532466,77.40986884796794,High,34.20009847950536,Poor,1,At-Risk,Reduce daily screen time; Disable non-essential notifications; Improve sleep schedule; Practice digital detox
26,1,9.25,1.19,3.56,1.7,5.37,237,88,10.52,High,No,Moderate,1,1.2699999999999996,2.63,25.62162162162162,1.2699999999999996,54.45049062049061,Moderate,58.934852813852814,Moderate,2,66.42325428194992,High,41.06514718614719,60.79043409255516,Moderate,47.034617218759934,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
18,0,6.53,3.02,3.04,5.16,6.0,22,70,7.43,Medium,Yes,Mild,0,0.8999999999999995,2.0,3.3690658499234303,0.8999999999999995,45.810894660894654,Moderate,68.06673160173159,Moderate,1,17.854347826086954,Low,31.93326839826841,32.865474770705056,Low,66.46660503447266,Average,2,High-Risk,Improve sleep schedule
24,2,11.87,2.22,0.52,2.65,5.79,137,152,13.01,High,Yes,Moderate,1,1.1400000000000006,2.21,11.541701769165966,1.1400000000000006,58.80119769119769,Moderate,53.109640692640696,Moderate,2,69.14828722002633,High,46.8903593073593,65.9647750695165,Moderate,43.29821908056004,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
22,0,4.97,1.72,1.32,1.02,4.57,221,23,6.9,High,No,Moderate,0,1.9300000000000008,3.43,44.46680080482898,1.9300000000000008,41.826565656565656,Moderate,76.2620303030303,High,2,43.06725955204216,Moderate,23.7379696969697,38.90597999423904,Moderate,62.542618767223395,Average,2,High-Risk,Improve sleep schedule
25,0,3.05,4.7,2.16,5.52,6.8,82,18,3.93,Low,Yes,Severe,1,0.8800000000000003,1.2000000000000002,26.885245901639347,0.8800000000000003,33.0624963924964,Moderate,81.89125108225107,High,3,25.154479578392618,Low,18.10874891774893,25.70481498220312,Low,74.21513306354223,Excellent,2,High-Risk,Improve sleep schedule
32,2,4.98,1.25,3.71,2.05,7.55,136,100,7.37,High,No,Mild,0,2.39,0.4500000000000002,27.309236947791163,2.39,30.515519480519483,Low,82.94034415584416,High,1,38.98247694334651,Moderate,17.05965584415584,30.360258551793283,Low,72.45268920518508,Excellent,2,High-Risk,Maintain current habits
23,1,3.79,3.76,2.37,2.83,5.25,31,74,6.67,Low,No,Moderate,0,2.88,2.75,8.179419525065963,2.88,49.04968975468975,Moderate,73.34009307359307,High,2,23.00573122529644,Low,26.659906926406933,33.97460430223745,Moderate,65.29226859301058,Average,2,High-Risk,Improve sleep schedule
22,1,7.12,2.45,0.75,1.91,8.92,247,21,9.36,Low,Yes,Moderate,1,2.24,0.0,34.69101123595505,2.24,33.72085858585858,Moderate,80.33874242424243,High,2,50.182872200263496,Moderate,19.66125757575757,37.43279393959513,Moderate,68.93991454981611,Average,2,High-Risk,Maintain current habits
20,1,10.21,5.13,0.9,4.64,4.53,68,125,12.46,Low,Yes,Moderate,1,2.25,3.47,6.660137120470127,2.25,78.16291486291486,High,43.37112554112555,Moderate,2,50.15434782608696,Moderate,56.62887445887445,68.61917079214214,High,37.676863762570235,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
29,2,11.16,3.38,0.5,3.65,6.7,21,108,13.07,Medium,Yes,Moderate,1,1.91,1.2999999999999998,1.8817204301075268,1.91,59.142813852813845,Moderate,54.66715584415584,Moderate,2,40.979446640316205,Moderate,45.33284415584416,53.22235242934434,Moderate,52.1352010975784,Average,0,Healthy,Improve sleep schedule
31,2,4.9,2.54,2.2,0.95,7.15,100,160,7.27,High,No,Moderate,0,2.369999999999999,0.8499999999999996,20.40816326530612,2.369999999999999,34.49875901875902,Moderate,80.87037229437229,High,2,53.59815546772069,Moderate,19.129627705627712,38.95547005605087,Moderate,66.22347033167017,Average,2,High-Risk,Maintain current habits
21,2,6.44,3.34,2.84,4.63,7.98,80,137,8.28,High,Yes,Mild,0,1.839999999999999,0.0199999999999995,12.422360248447204,1.839999999999999,38.8611544011544,Moderate,74.04165367965366,High,1,40.74255599472991,Moderate,25.958346320346337,37.81489119369452,Moderate,66.65646262560733,Average,2,High-Risk,Maintain current habits
30,2,8.48,1.35,3.63,3.14,5.28,150,85,9.81,Medium,Yes,Moderate,1,1.33,2.72,17.68867924528302,1.33,53.11260461760461,Moderate,61.041218614718616,Moderate,2,51.26442687747036,Moderate,38.95878138528138,52.863915303928565,Moderate,52.13174175893107,Average,0,Healthy,Improve sleep schedule
22,2,4.51,4.65,0.65,0.8,6.98,177,90,6.35,High,Yes,Moderate,1,1.84,1.0199999999999996,39.246119733924616,1.84,37.549430014430015,Moderate,78.890170995671,High,2,49.81706192358366,Moderate,21.109829004329,39.22228763407252,Moderate,65.41293826526618,Average,2,High-Risk,Improve sleep schedule
22,0,3.53,0.99,1.11,5.93,7.45,207,48,6.34,High,Yes,Moderate,0,2.81,0.5499999999999998,58.64022662889519,2.81,19.44624098124098,Low,94.8311277056277,High,2,43.83985507246377,Moderate,5.168872294372306,23.54945175089733,Low,78.73738928925071,Excellent,2,High-Risk,Maintain current habits
29,0,8.2,4.41,2.8,4.2,7.81,208,18,9.02,High,Yes,Moderate,1,0.8200000000000003,0.1900000000000004,25.365853658536587,0.8200000000000003,47.36066378066378,Moderate,63.79180086580088,Moderate,2,45.41172595520421,Moderate,36.20819913419912,47.15844193895997,Moderate,58.95126283268948,Average,0,Healthy,Maintain current habits
22,1,4.97,1.22,2.87,3.24,8.33,52,41,6.08,High,Yes,Moderate,0,1.1100000000000003,0.0,10.46277665995976,1.1100000000000003,20.548838383838383,Low,88.84034848484848,High,2,21.168050065876155,Low,11.159651515151523,16.668326217076192,Low,83.11103600375829,Excellent,2,High-Risk,Maintain current habits
34,0,3.84,2.35,0.19,1.89,5.39,194,29,5.2,High,Yes,Mild,0,1.3600000000000003,2.6100000000000003,50.520833333333336,1.3600000000000003,30.505043290043293,Low,85.12348701298701,High,1,30.847957839262182,Low,14.876512987012989,25.90397465244705,Low,73.24559751566579,Excellent,2,High-Risk,Improve sleep schedule
32,2,6.2,5.47,0.38,3.45,5.09,38,20,8.33,High,Yes,Severe,1,2.13,2.91,6.129032258064516,2.13,59.13392496392496,Moderate,62.32982251082254,Moderate,3,24.133069828722,Low,37.67017748917746,42.65930438788463,Moderate,57.77995588833842,Average,0,Healthy,Improve sleep schedule
20,2,7.23,2.58,2.43,5.23,5.22,211,150,8.28,Low,No,Mild,0,1.049999999999999,2.78,29.183955739972337,1.049999999999999,50.06525974025974,Moderate,64.9254220779221,Moderate,1,64.75158102766798,Moderate,35.07457792207791,55.98974875449232,Moderate,50.83253316960425,Average,0,Healthy,Improve sleep schedule
35,2,10.39,0.87,1.55,1.39,7.05,225,66,13.24,Medium,No,Moderate,1,2.85,0.9500000000000002,21.65543792107796,2.85,49.124278499278496,Moderate,64.12771645021644,Moderate,2,61.83050065876152,Moderate,35.87228354978356,54.73777203686249,Moderate,53.43047937296363,Average,0,Healthy,Maintain current habits
19,2,6.3,3.56,1.47,5.13,8.29,120,132,9.19,Low,No,Mild,0,2.89,0.0,19.047619047619047,2.89,39.97742424242424,Moderate,76.36177272727272,High,1,45.53557312252964,Moderate,23.63822727272728,39.2896187288446,Moderate,66.20361832374314,Average,2,High-Risk,Maintain current habits
30,0,11.37,0.96,2.05,2.67,6.13,97,163,12.59,Medium,No,Moderate,1,1.2200000000000006,1.87,8.53122251539138,1.2200000000000006,53.33162337662338,Moderate,57.15551298701299,Moderate,2,64.56133069828721,Moderate,42.84448701298701,60.35356221396386,Moderate,47.97844758019604,Average,1,At-Risk,Improve sleep schedule
31,0,6.52,1.58,1.22,4.74,7.73,165,121,7.88,Medium,No,Mild,0,1.3600000000000003,0.2699999999999996,25.30674846625767,1.3600000000000003,26.63083694083693,Low,82.92074891774892,High,1,50.41673254281949,Moderate,17.079251082251076,33.969661237328204,Moderate,70.76971974595232,Excellent,2,High-Risk,Maintain current habits
24,2,4.17,1.43,0.54,5.35,5.03,95,52,5.31,Medium,Yes,Mild,0,1.1399999999999997,2.97,22.78177458033573,1.1399999999999997,29.65870129870129,Low,84.9823896103896,High,1,21.211528326745714,Low,15.017610389610397,21.497262978265336,Low,75.64314644635262,Excellent,2,High-Risk,Improve sleep schedule
35,1,9.26,1.97,0.61,4.24,8.33,182,25,11.09,Medium,Yes,Severe,1,1.83,0.0,19.65442764578834,1.83,37.87126262626263,Moderate,72.6636212121212,High,3,52.20671936758893,Moderate,27.3363787878788,43.0221946725482,Moderate,63.76659763267068,Average,0,Healthy,Maintain current habits
25,1,9.52,5.49,2.84,4.12,7.07,117,82,10.57,High,No,Moderate,1,1.0500000000000007,0.9299999999999996,12.289915966386555,1.0500000000000007,62.65165945165945,Moderate,51.54450216450217,Moderate,2,47.33965744400528,Moderate,48.45549783549783,58.52654699780584,Moderate,48.623522247963855,Average,1,At-Risk,Maintain current habits
27,2,11.53,5.86,0.75,2.51,4.76,156,75,12.59,Medium,Yes,Moderate,1,1.0600000000000005,3.24,13.529921942758024,1.0600000000000005,80.16514430014429,High,38.03545670995671,Low,2,55.13959156785243,Moderate,61.96454329004329,73.7473905939966,High,34.03932403528096,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Use focus sessions; Practice digital detox
25,2,3.7,4.39,1.46,4.18,6.75,27,110,6.65,Medium,No,Severe,1,2.95,1.25,7.297297297297297,2.95,40.99689754689754,Moderate,79.13093073593075,High,3,37.38339920948616,Moderate,20.869069264069253,34.93393138302223,Moderate,67.52328528470427,Average,2,High-Risk,Improve sleep schedule
30,0,11.25,3.6,1.07,2.32,6.54,170,83,13.55,High,No,Moderate,1,2.3000000000000007,1.46,15.11111111111111,2.3000000000000007,64.39209956709956,Moderate,51.20737012987014,Moderate,2,58.50032938076415,Moderate,48.79262987012986,64.10780422722821,Moderate,44.48794963694909,Average,1,At-Risk,Improve sleep schedule
25,1,6.93,3.6,3.96,1.99,6.24,206,167,9.37,Medium,Yes,Moderate,1,2.4399999999999995,1.7599999999999998,29.72582972582973,2.4399999999999995,57.09138528138528,Moderate,61.42258441558442,Moderate,2,74.5967720685112,High,38.57741558441558,64.18741787888287,Moderate,45.846461908794346,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
26,0,4.14,1.47,1.14,0.62,7.64,22,161,5.47,High,No,Moderate,0,1.33,0.3600000000000003,5.314009661835749,1.33,17.069567099567102,Low,93.08912987012988,High,2,40.67404479578393,Moderate,6.910870129870119,22.094918550077004,Low,79.85030044447885,Excellent,2,High-Risk,Maintain current habits
23,1,9.84,3.78,1.29,5.67,7.09,121,92,12.45,Low,Yes,Moderate,1,2.6099999999999994,0.91,12.296747967479677,2.6099999999999994,58.3740909090909,Moderate,57.65277272727272,Moderate,2,50.60289855072463,Moderate,42.34722727272728,55.85000196295604,Moderate,51.29422908632076,Average,1,At-Risk,Maintain current habits
32,2,10.83,2.02,0.96,4.77,7.15,50,83,11.78,Low,No,Moderate,1,0.9499999999999992,0.8499999999999996,4.616805170821792,0.9499999999999992,46.41623376623376,Moderate,62.40512987012987,Moderate,2,39.53945981554677,Moderate,37.59487012987013,44.87834147813251,Moderate,59.627837334651296,Average,0,Healthy,Maintain current habits
26,2,8.86,3.71,0.99,5.43,8.73,229,44,10.11,Medium,No,Moderate,1,1.25,0.0,25.846501128668173,1.25,42.85479797979797,Moderate,69.1185606060606,Moderate,2,55.22252964426877,Moderate,30.8814393939394,47.57074988221935,Moderate,60.571750275682035,Average,0,Healthy,Maintain current habits
19,2,7.08,2.77,2.63,3.02,4.97,194,19,7.65,High,Yes,Moderate,1,0.5700000000000003,3.03,27.401129943502823,0.5700000000000003,50.3541341991342,Moderate,64.10875974025973,Moderate,2,41.62674571805007,Moderate,35.89124025974027,46.42481360360004,Moderate,56.32502318814435,Average,0,Healthy,Improve sleep schedule
29,2,11.28,1.28,0.48,2.53,6.97,43,157,12.48,Low,Yes,Severe,1,1.200000000000001,1.0300000000000002,3.812056737588653,1.200000000000001,45.63116883116884,Moderate,63.13064935064934,Moderate,3,62.42121212121212,Moderate,36.86935064935066,54.204406450942514,Moderate,53.88649920551879,Average,0,Healthy,Improve sleep schedule
26,2,9.65,1.47,3.56,3.28,6.57,88,142,10.27,Medium,Yes,Moderate,1,0.6199999999999992,1.4299999999999995,9.11917098445596,0.6199999999999992,47.82163059163059,Moderate,61.56351082251082,Moderate,2,55.87055335968378,Moderate,38.43648917748918,52.79698589527062,Moderate,53.989987042618246,Average,0,Healthy,Improve sleep schedule
18,2,9.22,2.76,1.37,4.58,5.16,133,133,10.85,High,No,Severe,1,1.629999999999999,2.84,14.425162689804772,1.629999999999999,58.63518759018758,Moderate,57.494443722943736,Moderate,3,67.59262187088274,High,42.50555627705626,63.36497156480998,Moderate,44.726266110438175,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
28,0,6.66,1.57,0.01,2.03,4.78,231,26,9.47,High,No,Mild,0,2.8100000000000005,3.22,34.68468468468468,2.8100000000000005,46.76196969696969,Moderate,72.39640909090909,High,1,40.54202898550725,Moderate,27.60359090909091,41.17506863328047,Moderate,60.52376421093679,Average,0,Healthy,Improve sleep schedule
35,2,3.57,5.6,1.47,4.07,7.46,31,24,4.13,Low,No,Moderate,1,0.56,0.54,8.683473389355743,0.56,32.39919913419913,Low,81.08524025974027,High,2,12.03300395256917,Low,18.91475974025973,20.135990798085547,Low,78.25877288414563,Excellent,2,High-Risk,Maintain current habits
22,0,3.59,1.52,1.85,5.16,5.38,128,21,5.6,Low,Yes,Moderate,0,2.01,2.62,35.65459610027855,2.01,32.56723665223665,Low,84.404829004329,High,2,26.19084321475626,Low,15.595170995670998,24.91034137034653,Low,73.5849196897363,Excellent,2,High-Risk,Improve sleep schedule
34,2,10.26,4.32,1.98,1.4,4.66,51,65,11.71,Medium,No,Moderate,1,1.450000000000001,3.34,4.970760233918129,1.450000000000001,73.43268398268398,High,44.900194805194815,Moderate,2,34.92345191040843,Moderate,55.09980519480519,59.72843962304226,Moderate,43.82793112034942,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
30,2,4.58,4.46,2.4,1.53,7.77,239,139,7.04,Medium,Yes,Severe,1,2.46,0.2300000000000004,52.18340611353712,2.46,39.29873015873015,Moderate,77.49038095238096,High,3,77.26245059288537,High,22.50961904761904,52.31093267178662,Moderate,57.89330172668669,Average,0,Healthy,Disable non-essential notifications
29,2,10.45,5.23,2.73,5.5,5.17,58,178,12.68,Medium,Yes,Moderate,1,2.2300000000000004,2.83,5.550239234449761,2.2300000000000004,80.3886507936508,High,40.31840476190476,Moderate,2,60.275032938076414,Moderate,59.68159523809524,75.07595213870755,High,33.85195932173731,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
23,0,3.01,2.5,1.89,4.31,8.52,232,71,5.46,Low,Yes,Moderate,0,2.45,0.0,77.0764119601329,2.45,21.65479797979798,Low,93.6785606060606,High,2,51.656324110671925,Moderate,6.3214393939394,28.1928013749847,Low,76.6496836584866,Excellent,2,High-Risk,Maintain current habits
31,1,3.78,2.43,0.14,2.68,8.58,161,132,4.39,Low,No,Mild,0,0.6099999999999999,0.0,42.5925925925926,0.6099999999999999,12.596060606060606,Low,96.97118181818182,High,1,47.574703557312255,Moderate,3.028818181818181,21.87397431156079,Low,81.72630253574282,Excellent,2,High-Risk,Maintain current habits
34,2,10.26,5.06,0.8,0.71,4.56,51,54,11.75,Medium,Yes,Moderate,1,1.4900000000000002,3.4400000000000004,4.970760233918129,1.4900000000000002,74.57774891774892,High,44.64667532467532,Moderate,2,32.5901185770751,Low,55.35332467532468,59.22407617696764,Moderate,43.907930226005206,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
20,1,11.67,3.21,3.18,3.97,8.65,215,82,13.51,Medium,No,Severe,1,1.84,0.0,18.42330762639246,1.84,59.34484848484848,Moderate,53.296545454545466,Moderate,3,73.33603425559947,High,46.70345454545453,67.88742088554245,High,44.95243153120026,Average,1,At-Risk,Disable non-essential notifications; Practice digital detox
28,2,6.98,1.94,0.58,5.89,8.84,196,54,7.83,Low,Yes,Mild,0,0.8499999999999996,0.0,28.08022922636103,0.8499999999999996,24.87323232323232,Low,84.52803030303032,High,1,41.68866930171278,Moderate,15.47196969696968,28.894542263279376,Low,75.30818581026656,Excellent,2,High-Risk,Maintain current habits
27,1,5.28,1.35,2.24,4.19,7.83,59,176,7.93,Low,No,Mild,0,2.6499999999999995,0.1699999999999999,11.174242424242424,2.6499999999999995,27.9017316017316,Low,85.38948051948051,High,1,43.8862977602108,Moderate,14.610519480519486,30.531607986641458,Low,73.11441050537287,Excellent,2,High-Risk,Maintain current habits
30,1,4.65,5.39,3.97,2.36,6.17,32,114,5.76,High,No,Moderate,1,1.1099999999999994,1.83,6.881720430107526,1.1099999999999994,51.46608225108225,Moderate,66.21517532467533,Moderate,2,33.07608695652174,Moderate,33.78482467532467,42.2111297201517,Moderate,60.221145185304934,Average,0,Healthy,Improve sleep schedule
